Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
55,-4.57509,-4.42918,3.402585,0.903915,3.002224,-0.49108,-2.70539,0.666451,1.922216,-0.61431,0.384927,1.194403,-1.02072,-1.24683,-2.34867,-0.21344,-0.10022,-0.40607,-1.63757,-0.96096,-0.04737,0.85336,-0.9716,-0.11486,0.4083,-0.30458,0.547785,-0.4563,200.01,0
55,-0.77345,0.853112,0.818254,-0.23607,0.803463,-1.43873,0.799479,-0.00799,-0.76109,-1.04446,1.504135,-0.29163,-1.61543,-0.66529,-0.29298,0.803106,0.462149,0.834641,-0.6518,-0.10086,0.035362,-0.11689,-0.17893,0.400155,-0.02623,0.165156,0.027762,0.13298,0.76,0
56,-0.848,1.043459,1.267369,1.135529,0.021362,0.336914,0.39848,0.317399,-0.02866,0.534033,0.81128,-0.071,-1.96905,0.450006,-0.26317,-0.96836,0.459254,0.003771,1.000716,0.128622,-0.02405,0.215006,-0.13198,-0.00742,-0.13658,-0.24296,0.382931,0.276417,20.22,0
56,0.086996,-0.05199,-0.49788,-3.15191,2.5584,2.796671,0.470283,0.265333,0.919513,-0.73559,0.208725,0.017131,-0.11087,-0.04268,1.65414,-0.39265,-0.87596,0.183946,1.25938,0.167231,-0.23943,-0.43734,0.018426,1.013038,-0.25893,-0.29319,-0.39496,-0.436,10.84,0
59,-0.77329,-4.14601,-0.93204,0.027094,-1.69831,0.460188,0.737344,-0.31422,-0.84267,0.017276,-0.61756,-0.1975,1.594958,-0.25988,1.221025,1.32464,0.12054,-1.24865,-0.00507,2.442782,0.890978,0.026123,-1.13477,-0.65496,0.098386,-0.20915,-0.17171,0.208057,1142.02,0
59,0.921024,-0.16245,-0.09433,0.474084,-0.02149,-0.39751,0.482643,-0.1175,-0.57784,-0.01861,1.837579,1.450671,0.679744,0.593718,0.249735,-0.08437,-0.25971,-0.895,-0.01037,0.21451,-0.20938,-0.93011,0.02851,0.032682,0.15513,0.13325,-0.07353,0.022349,149.9,0
60,1.069141,0.043786,0.309867,1.316694,-0.46239,-0.85789,0.207904,-0.19127,0.056398,0.041567,-0.50736,-0.10867,-0.47326,0.452046,1.005675,0.185441,-0.43998,0.012539,-0.49859,-0.002,0.115775,0.164781,-0.17756,0.391891,0.624682,-0.28838,-0.00131,0.035812,89.4,0
60,1.107029,0.216441,0.538378,1.476398,-0.25194,-0.34068,0.154092,-0.0865,0.14442,-0.15737,-0.10756,1.066326,0.620788,-0.07089,-0.20386,-0.85348,0.336478,-1.17953,-0.50173,-0.11185,-0.06004,0.059884,-0.04753,0.443992,0.640296,-0.33766,0.042108,0.024265,26.72,0
62,-1.03511,0.996013,2.19247,-0.17045,-0.30232,-0.14226,0.223432,0.289043,0.094141,-0.15786,-0.38637,-0.62863,-1.02396,0.098434,1.562289,0.168578,-0.14883,-0.28593,-0.48336,0.180288,-0.098,-0.17025,-0.13723,0.055228,0.079348,0.302033,0.391377,0.1966,5.99,0
64,1.212511,-0.09905,-1.19209,0.286324,2.160516,3.616314,-0.40421,0.842331,0.16936,-0.03052,-0.54196,0.237212,-0.21813,0.197437,-0.14785,-0.09783,-0.51005,-0.07094,0.355171,0.014777,-0.1675,-0.49469,-0.14979,1.011227,0.883548,-0.32943,0.02037,0.017037,34.7,0
64,-0.6583,0.406791,2.037461,-0.2913,0.14791,-0.35086,0.945373,-0.17256,0.025133,-0.77813,-0.19629,0.632955,0.374025,-0.5316,-0.61506,-0.51808,0.003881,-1.28895,-0.7978,0.064133,-0.1561,-0.2388,0.089877,0.421195,-0.35249,0.074783,-0.09419,-0.09249,54.99,0
64,0.959602,0.370711,0.888613,2.343244,0.352491,1.365515,-0.27777,0.516053,-0.70093,0.468216,0.745612,0.373531,-0.22392,0.417438,1.6784,-0.5157,0.662479,-2.51424,-2.58969,-0.2984,-0.15555,-0.40324,0.356504,-0.69688,-0.19872,-0.22027,0.068546,0.020797,7.55,0
67,-0.65344,0.160225,1.592256,1.296832,0.997175,-0.343,0.469937,-0.13247,-0.19779,-0.10501,-0.54366,0.302233,0.141211,-0.20788,0.024108,-1.20688,0.394836,-0.75096,0.440558,0.22592,0.038363,0.336449,-0.01488,0.102959,-0.26532,-0.34864,0.011238,-0.04948,19.85,0
67,-1.49467,0.837241,2.628211,3.145414,-0.6091,0.258495,-0.01219,0.102136,-0.28616,1.198556,-0.5503,-0.10685,0.208014,-0.68051,0.507764,-0.26026,0.246631,0.008856,0.899416,-0.02835,-0.14005,0.355044,0.33272,0.718193,-0.21937,0.118927,-0.31749,-0.34078,28.28,0
68,1.232996,0.189454,0.49104,0.633673,-0.51157,-0.99061,0.06624,-0.19694,0.075921,-0.06606,-0.25574,0.255157,0.105247,0.284677,1.057322,0.315891,-0.41194,-0.51191,-0.12043,-0.07787,-0.25157,-0.77014,0.125998,0.369627,0.205598,0.094062,-0.03314,0.02099,15.99,0
68,1.156939,0.037215,0.556799,0.519507,-0.47975,-0.35271,-0.22249,0.158242,0.011252,0.105584,1.612099,0.354493,-1.43454,0.796995,0.745106,0.222868,-0.2292,-0.36481,-0.2541,-0.22185,-0.18266,-0.61227,0.197305,0.174883,0.032497,0.09948,-0.02682,0.004199,2.69,0
68,-0.7702,0.483572,1.901072,-0.00188,0.024245,-1.1719,0.666483,-0.0946,-0.13667,-0.84251,-0.40824,0.503047,-0.01059,-0.20001,-0.90869,-0.32359,-0.0221,-0.79668,-0.47951,-0.03383,-0.05734,-0.1558,0.018108,0.941555,-0.16858,0.056171,0.058979,0.134188,22.36,0
69,0.298503,2.142722,-1.54214,1.561332,0.938108,-2.14567,1.405569,-0.77846,0.328636,0.127497,1.612799,-0.09638,0.65479,-4.31838,1.038603,0.404687,2.729168,1.115864,-0.70381,0.676954,-0.29099,-0.00023,0.092174,0.586205,-0.39731,-0.48095,0.251145,-0.24228,0.78,0
69,-0.60803,0.306694,1.473004,1.191127,0.021265,0.888442,1.190491,0.042147,-0.44643,-0.08039,0.660396,-0.11161,-1.46898,0.285371,-0.23717,-0.91282,0.242906,0.122722,1.175063,0.374086,0.046506,0.165163,0.063974,-0.33379,0.131776,-0.21769,-0.08218,-0.11673,168.56,0
69,-1.76664,2.352984,-0.00996,-0.36374,1.460953,-0.20483,0.905819,-3.38412,0.388546,0.791069,-0.27026,0.047399,1.642767,-2.67808,0.728039,0.289108,0.384463,0.454548,0.11399,0.072645,1.964253,-0.88322,-0.2477,-0.75861,0.08645,0.20279,-0.89886,-0.94434,0.76,0
69,-2.22064,1.029181,-0.69772,-1.26823,2.802221,3.322901,0.197036,-0.5213,0.859596,1.593949,0.311203,-0.43371,-0.08732,-1.10816,1.308669,0.521481,-0.73566,0.165409,0.314515,-0.11153,0.110448,-1.17846,0.508911,0.923385,0.213759,0.033507,-0.14202,-0.26384,9.47,0
70,-0.42607,-0.0603,2.220828,0.024742,-0.58496,0.460623,-0.32253,0.434776,1.252404,-1.01209,-1.37903,0.203318,-0.8556,-0.92617,-1.57369,-0.49308,0.329125,-0.61819,-0.70841,-0.20008,0.149485,0.769878,-0.09263,0.150536,-0.23423,0.50471,0.069158,0.041024,21.8,0
71,1.331897,-0.57996,0.422606,-0.89775,-0.74625,-0.05627,-0.75032,0.128484,-0.96468,0.736391,1.390982,-0.00805,-0.12942,0.094277,0.388819,1.236619,0.151535,-1.39899,0.672575,0.052489,-0.03907,-0.25517,0.109333,-0.32845,0.162254,-0.44728,0.020071,0.006231,14.48,0
73,1.162281,1.248178,-1.58132,1.475024,1.138357,-1.02037,0.638387,-0.13676,-0.8055,-1.44404,2.846914,0.627549,0.387778,-3.27905,0.553435,0.910634,2.698337,1.302963,-0.91015,-0.0168,-0.12401,-0.22715,-0.19918,-0.28976,0.776244,-0.28395,0.056747,0.084706,1,0
73,1.239048,0.293284,0.086472,1.178277,0.373344,0.325596,0.119319,-0.02548,0.173211,-0.15419,-1.08932,0.870714,1.177662,-0.21774,-0.16108,-0.53376,-0.10837,-0.84842,-0.05669,-0.10357,-0.14814,-0.11189,-0.17321,-0.71473,0.81736,-0.26384,0.047777,0.008735,1,0
73,0.925997,-0.3581,1.376722,1.900769,-1.05769,0.301885,-0.46227,0.250424,1.253958,-0.43637,-0.68129,0.99998,-0.65325,-0.63639,-1.70267,-1.28036,0.987638,-1.47881,-0.04361,-0.12412,-0.34757,-0.67681,0.100568,0.595989,0.322122,-0.5475,0.078786,0.043819,70.6,0
73,1.148187,0.085837,0.120702,1.126665,0.214711,0.537381,-0.04999,0.186175,0.111781,0.046609,0.507647,0.86954,-0.32274,0.269322,-0.71747,-0.31373,-0.22391,-0.22779,0.179132,-0.1484,-0.09111,-0.09547,-0.16675,-0.65343,0.71302,-0.28804,0.031507,0.000372,19.77,0
74,1.03837,0.127486,0.184456,1.10995,0.441699,0.945283,-0.03671,0.350995,0.11895,-0.24329,0.578063,0.67473,-0.53423,0.446601,1.122885,-1.768,1.241157,-2.4495,-1.74726,-0.33552,0.10252,0.605089,0.023092,-0.62646,0.47912,-0.16694,0.081247,0.001192,1.18,0
74,1.03837,0.127486,0.184456,1.10995,0.441699,0.945283,-0.03671,0.350995,0.11895,-0.24329,0.578063,0.67473,-0.53423,0.446601,1.122885,-1.768,1.241157,-2.4495,-1.74726,-0.33552,0.10252,0.605089,0.023092,-0.62646,0.47912,-0.16694,0.081247,0.001192,1.18,0
74,1.03837,0.127486,0.184456,1.10995,0.441699,0.945283,-0.03671,0.350995,0.11895,-0.24329,0.578063,0.67473,-0.53423,0.446601,1.122885,-1.768,1.241157,-2.4495,-1.74726,-0.33552,0.10252,0.605089,0.023092,-0.62646,0.47912,-0.16694,0.081247,0.001192,1.18,0
74,1.03837,0.127486,0.184456,1.10995,0.441699,0.945283,-0.03671,0.350995,0.11895,-0.24329,0.578063,0.67473,-0.53423,0.446601,1.122885,-1.768,1.241157,-2.4495,-1.74726,-0.33552,0.10252,0.605089,0.023092,-0.62646,0.47912,-0.16694,0.081247,0.001192,1.18,0
75,-1.43907,0.267631,3.56277,3.481486,-1.1601,1.764781,-0.55882,0.442019,0.348431,0.393253,-0.97216,0.515886,0.497187,-1.48389,-0.86713,-1.02017,1.06255,-0.35944,0.880606,-0.17314,0.129257,1.129282,-0.00698,0.497337,0.130515,0.525668,-0.08895,0.113206,81.13,0
76,-1.02458,0.522289,1.787699,0.202672,-1.1408,-0.13783,-0.33656,0.670704,0.07167,-0.51898,0.687066,0.24902,-1.24862,0.343493,-0.2363,0.528668,-0.29131,0.847539,0.129468,-0.27897,0.315868,0.847565,0.148877,0.549791,-0.58513,0.325841,-0.06887,0.059713,50,0
76,-0.99718,0.228365,1.71534,-0.42007,0.560838,0.564725,0.846047,0.197491,-0.0972,-0.43935,1.309071,0.859703,-0.47639,-0.14235,-0.97492,-0.60695,0.005371,-0.99997,-0.7741,0.244289,-0.07024,0.015445,0.072651,-0.27227,-0.08768,0.138132,0.125902,-0.06302,86.43,0
77,-1.16572,1.485337,0.156418,0.924378,0.131746,0.996965,-0.16712,1.262617,-0.58484,-0.55337,0.138042,0.690799,-0.42053,0.97877,1.09781,-1.91255,1.780961,-2.1205,-1.02346,-0.32111,0.314752,1.046648,0.156404,-0.62812,-0.70237,-0.22403,0.145425,0.116398,11.83,0
77,-1.18595,-0.21881,1.101005,-1.407,1.261783,-0.33771,1.191747,-0.42738,0.276679,-0.2154,-0.94297,-0.47371,0.061623,-0.41006,0.754377,0.283421,-0.90569,-0.73846,-0.45431,0.036974,-0.36283,-0.41882,0.521401,-0.92243,-0.13984,0.709787,-0.07625,-0.38394,49.95,0
77,-0.42719,0.745708,1.761811,-0.16513,0.058298,-0.21341,0.647323,0.073464,-0.29186,0.0648,1.527192,-0.13151,-1.69691,0.482121,0.586418,0.034541,-0.30628,-0.20603,-0.11894,0.052828,-0.20168,-0.43207,0.013164,0.161606,-0.40131,0.047423,0.102549,-0.11657,9.12,0
78,-0.62248,0.014881,1.052489,-1.64457,-0.53827,-0.83553,0.517234,-1.10596,-1.31174,0.577468,0.894683,-0.6856,-1.86023,0.510701,-0.45234,-1.14557,-0.32395,1.462413,-0.986,-0.75658,0.418819,-0.76212,-0.09894,0.502973,-0.65525,0.743419,-0.02057,-0.11806,104.94,0
78,-0.29124,1.515688,1.514355,2.518365,0.583648,0.425561,0.59869,0.056754,-1.47562,0.829234,-1.26861,-0.42759,0.946385,0.07932,1.287545,0.282514,-0.42362,0.147276,1.226248,0.348232,-0.25266,-0.61306,-0.12641,-0.6367,-0.25569,0.019571,0.382581,0.194255,4.68,0
78,-1.7604,0.221924,0.57995,-1.41319,0.804876,-0.35332,0.869656,-0.03148,0.317739,-0.1183,-1.05373,-0.29684,0.131364,-0.17007,0.748795,0.410891,-0.74997,-0.7456,-0.48756,-0.1052,-0.40369,-0.47817,0.261138,-0.90329,-0.13071,0.713907,-0.02813,-0.41088,62.92,0
78,-0.59059,0.235248,2.354922,-2.21994,-0.24682,-0.83334,0.934431,-0.67016,1.093187,-0.53367,1.720075,0.11651,-1.28927,-0.18877,1.19268,-0.51938,-0.59953,0.669896,1.087592,0.133739,0.006211,0.431366,-0.44162,0.556214,0.166216,-0.05501,-0.71498,-0.61212,18.31,0
79,-2.37438,0.597145,0.036656,-1.40699,0.299692,-0.3411,0.624572,0.369832,0.344458,-0.04599,-1.16789,-0.12885,0.204987,0.071852,0.740983,0.538994,-0.59647,-0.73638,-0.5244,-0.17073,-0.42332,-0.5274,0.16298,-0.89411,-0.08702,0.718174,-0.01136,-0.43191,80,0
80,-0.65526,0.409899,1.289156,-0.32504,0.545669,-0.34981,0.64824,0.036063,0.078701,-0.82917,-1.78166,-0.41281,-0.62622,-0.11336,-0.71475,0.120702,-0.47428,-0.24059,0.040823,-0.03478,-0.15573,-0.47739,-0.12652,-0.44363,-0.01212,0.143173,0.049783,0.11828,32.51,0
80,-3.00774,0.929514,-0.42372,-1.39295,0.082247,-0.51578,0.104714,0.825311,0.385453,0.064,-1.29311,0.0622,0.271107,0.328059,0.724098,0.638389,-0.43008,-0.72359,-0.56283,-0.15171,-0.40925,-0.58883,0.068045,-0.89087,-0.04764,0.717617,-0.05409,-0.42426,39.95,0
81,1.111048,0.215352,0.374073,1.150001,-0.32977,-0.89869,0.309907,-0.25528,-0.11066,-0.05758,-0.21796,0.600591,0.68638,0.262161,0.922677,0.135235,-0.49017,-0.39275,-0.31546,0.031672,-0.13256,-0.49387,-0.01078,0.380389,0.456214,-0.57235,0.010981,0.039295,68.74,0
82,-3.59183,1.34837,-0.99849,-1.40236,-0.59671,-0.3853,0.050621,1.210888,0.39026,0.100785,-1.40661,0.206761,0.346124,0.559502,0.712693,0.775015,-0.28559,-0.70168,-0.59612,-0.21212,-0.43207,-0.60711,0.176475,-0.8918,0.045145,0.727963,-0.03272,-0.45614,79,0
82,-0.888,0.91367,1.146088,0.65629,0.677272,-0.32621,0.888811,-0.34185,-0.52385,0.69044,1.160793,0.831569,0.865076,-0.0181,0.32862,-0.18082,-0.74937,0.552533,0.852984,0.142757,0.107833,0.661993,-0.00471,0.031097,-0.14088,-0.3737,-0.15792,0.076529,5.9,0
83,-1.86499,0.910874,1.724863,-1.74837,0.578943,-0.83253,1.90144,-1.91399,2.112375,3.014355,2.023988,-0.48157,-1.3909,-1.59975,0.159607,-0.05658,-1.59388,-0.21325,-0.44871,0.274877,-0.3186,0.073323,-0.06169,0.547204,-0.4668,0.40803,-2.37793,-1.25555,7.69,0
83,-0.8332,0.778787,2.619237,2.612864,-0.51694,0.558346,0.316871,0.206647,-0.7386,0.21434,-0.2952,0.100771,0.090683,-0.4303,0.027498,-0.33532,0.378848,-0.54243,-0.59564,-0.01089,0.188711,0.678606,-0.13315,0.636176,0.309329,0.27215,-0.07846,0.007344,79.91,0
83,-1.89733,0.955626,0.052543,1.276656,-3.32308,3.229911,1.029631,1.515607,-0.05963,-1.4614,-0.24668,0.921561,-0.19653,0.505961,0.705138,-1.32862,1.915146,-1.93543,-0.93002,-0.83263,0.128416,0.776078,0.477537,-0.60898,-1.12089,-0.41385,0.061399,-0.18796,552.18,0
84,1.119272,-0.66964,0.803807,-0.65169,-1.39567,-0.8007,-0.6016,0.01439,2.019905,-1.06754,-0.67274,0.116008,-1.12538,0.055688,1.414561,-0.39608,-0.09065,0.504404,0.460239,-0.06036,0.163687,0.546516,-0.17684,0.402556,0.563402,-0.53424,0.075047,0.042001,67.3,0
84,-0.79233,-0.84066,2.610465,-2.19634,-0.39696,-0.70736,-0.05793,-0.54868,-1.87013,1.030916,-0.56052,-0.27943,1.708514,-1.60641,-1.10511,-0.84902,0.372444,-0.5855,-0.23165,-0.04632,-0.52519,-0.77645,-0.13281,0.376664,0.2218,-0.5744,-0.41935,-0.27791,21.97,0
84,-0.48138,1.003407,0.906184,-0.42386,0.760671,0.377627,0.587373,0.133884,-0.20787,-0.24041,-1.45326,-0.5266,0.073845,0.08735,1.230576,0.311246,-0.62026,-0.32921,0.187643,0.082303,-0.27751,-0.7527,-0.14599,-1.35351,-0.09552,0.175811,0.144228,0.099683,4.99,0
85,1.327884,-0.73501,1.502449,-0.5441,-1.90935,-0.7125,-1.29282,-0.00271,-0.24603,0.572523,0.008547,-0.33659,0.675825,-0.67188,1.253877,1.591792,0.050392,-0.78511,-0.02429,0.111537,0.461092,1.308647,-0.04603,0.764375,0.281841,-0.06375,0.060406,0.037296,11.99,0
85,-4.2576,1.649489,-1.59124,-1.37432,-1.18014,-0.33104,-0.11799,1.592032,0.415996,0.159163,-1.51629,0.374065,0.427174,0.803874,0.713171,0.915793,-0.13402,-0.69334,-0.63957,-0.27198,-0.45257,-0.6717,0.001422,-0.87638,0.070098,0.729582,-0.00294,-0.4815,124.67,0
87,-5.10188,1.897022,-3.45803,-1.27754,-5.51776,2.098366,3.329603,1.250966,0.271501,-0.30548,-1.47338,0.272913,0.649419,0.899811,0.874543,1.471753,-0.14479,-0.72552,-0.69894,-1.27048,-0.87174,-0.67888,-0.5559,-0.76166,0.066611,0.767227,0.731634,-0.86031,919.6,0
88,1.287226,-0.82468,1.346423,-0.52563,-1.83301,-0.47771,-1.22421,0.014774,-0.25781,0.602162,-0.54235,0.00515,0.865138,-0.46868,1.456242,-0.63562,-0.37055,1.585551,-1.17989,-0.37892,-0.14763,0.057765,0.052105,0.428755,-0.03698,1.112152,-0.00368,0.03192,30.9,0
89,0.270725,-1.61532,1.054982,1.66151,-1.73769,0.065894,-0.31398,0.089081,1.069842,-0.34864,-0.8539,-0.01824,-0.47834,-0.18996,0.961579,0.557157,-0.4595,0.644157,-0.70715,0.754994,0.475338,0.496083,-0.48219,0.418871,0.235961,-0.26519,-0.00106,0.120126,459.39,0
89,-0.58986,0.93307,-0.26807,0.125245,2.396992,3.877945,0.189985,0.960389,-0.23,0.29511,-0.59657,-0.11818,-0.21161,0.063381,0.179691,-0.60816,-0.15937,0.203084,1.42451,0.401336,-0.1544,-0.17483,-0.20137,1.013439,0.194412,-0.23176,0.541147,0.255374,37.13,0
91,1.276134,0.21147,0.143001,0.37005,0.154748,-0.03225,-0.00303,-0.03889,0.030715,-0.12189,-0.66776,0.416796,0.891448,0.127974,1.295799,0.233767,-0.47506,-0.77285,-0.16444,-0.06869,-0.27965,-0.7477,0.056808,-0.75946,0.271641,0.174757,-0.01077,0.008104,1.98,0
91,-1.82227,1.235336,-0.3078,-1.82182,2.762482,3.641499,-0.34461,-1.54754,-0.13824,-0.46717,-0.46556,0.018662,-0.31123,0.279316,-0.04715,1.120627,-1.45788,0.10784,-1.49748,-0.85368,2.080848,-1.59189,0.321636,0.889258,0.156445,-0.96061,-0.0353,0.182321,15.89,0
92,-5.28597,4.847323,-1.29037,-1.42784,-0.62153,-0.60469,0.437866,0.336384,3.558373,6.427802,1.401383,0.667167,0.314682,-1.86065,0.558542,0.314815,-0.70131,0.206092,-0.20824,2.962484,-0.9236,-1.17119,0.150872,-0.49332,1.050554,0.194865,2.490503,1.57538,8.95,0
92,0.607153,-0.95741,0.761505,1.59005,-1.1773,0.011232,-0.16699,0.15272,0.74286,-0.15102,0.721459,0.710086,-1.32944,0.130804,-1.12238,-0.1753,-0.05969,0.336361,0.154422,0.304714,0.166237,0.100682,-0.317,0.543778,0.484232,-0.33043,-0.00155,0.062098,268.78,0
92,-0.23841,0.509263,1.952001,0.779066,-0.37894,0.251137,-0.07241,0.228755,0.2109,-0.37381,-0.71586,-0.04692,-0.33402,-0.24598,0.628314,-0.78159,0.536187,-0.28309,0.68196,0.004606,0.217449,0.903777,-0.12135,0.141225,-0.61385,0.57592,0.193592,0.165132,2.99,0
93,-0.85381,0.127392,1.267277,0.678584,-1.02985,-0.48761,1.836071,-0.29857,-0.92213,-0.64566,-0.02626,0.029032,0.40748,0.230362,1.127553,-0.25672,0.008375,-0.1174,0.426385,0.776141,0.252358,0.179725,0.476744,0.724705,0.526798,0.502701,-0.15947,0.002761,322.44,0
93,-1.64001,-0.47983,1.61363,2.997979,-3.80379,5.051812,3.315254,-0.30379,0.671395,0.744104,-1.22297,-0.64656,-0.37419,-1.72374,-1.32474,0.324962,-0.48551,1.396332,2.156905,0.124193,-0.36793,0.641891,-0.40578,-1.2687,0.49409,0.610967,0.608993,-0.41003,937.69,0
95,1.057021,-0.64696,0.729167,-0.56926,-1.17431,-0.52762,-0.47168,0.051744,1.904018,-1.17661,-0.16433,0.760979,-0.60895,-0.05213,1.005992,-1.16846,0.488781,-0.34318,0.176031,-0.07014,0.186184,0.743093,-0.16362,0.45357,0.615479,-0.50856,0.089553,0.037617,69,0
95,-0.34371,1.118615,1.293386,0.064762,0.023481,-0.99274,0.695814,-0.06481,-0.37364,-0.5062,-0.23425,-0.15092,-0.01884,-0.40193,0.908912,0.388387,0.016678,-0.12233,-0.09011,0.10441,-0.26539,-0.70055,-0.01428,0.330615,-0.16544,0.072342,0.244882,0.098048,2.28,0
95,1.316178,-0.10559,-0.24648,-1.18571,-0.11957,-0.6134,0.007359,-0.13679,0.847827,-0.78471,0.875526,1.280256,0.568554,0.443199,0.941475,-0.19345,-0.78912,0.782232,1.082948,-0.04224,0.093118,0.404571,-0.28255,-0.4568,0.895368,-0.56188,0.044794,0.003181,7.21,0
95,1.195572,0.258858,0.635796,0.641257,-0.39508,-0.69467,0.034086,-0.12435,-0.0784,-0.12897,0.407235,0.90434,0.881174,0.159115,1.189256,-0.11516,-0.06266,-1.17686,-0.60459,-0.09542,-0.20125,-0.51692,0.199096,0.412552,0.122984,0.10194,-0.00785,0.020214,1.29,0
97,1.273818,0.058009,-1.31243,-0.04897,2.244373,3.296211,-0.34262,0.76087,-0.15492,0.068385,-0.16182,0.029225,-0.02063,0.528189,1.105977,0.375592,-0.92672,0.292544,-0.00289,0.008906,-0.01729,-0.18288,-0.14698,1.0047,0.842883,-0.31428,0.013744,0.015907,17.8,0
98,-0.64651,1.004199,1.616224,-0.09963,-0.12248,-0.67133,0.656183,0.009755,-0.63596,-0.04736,1.530938,0.824084,0.148016,0.266959,0.120395,0.319465,-0.59333,0.044223,0.232081,0.093191,-0.14793,-0.42005,0.061424,0.520997,-0.23885,0.030135,0.140481,0.101163,14.98,0
98,1.027114,-1.27254,0.673656,-0.74744,-1.29911,0.293656,-1.0542,0.2349,-0.57499,0.680726,1.218348,-0.24788,-0.24292,-0.10367,0.767172,1.523142,-0.00075,-0.60443,0.234461,0.345876,0.522113,1.101912,-0.24875,-0.25941,0.296058,-0.031,0.018465,0.033482,159,0
99,-0.884,-0.15076,2.291791,-0.26345,-0.81454,0.955841,0.097631,0.474047,0.139512,-0.72986,0.711063,0.095006,-1.09751,-0.0597,0.234557,-0.14219,0.193358,0.217853,1.155571,0.358751,0.070901,0.051832,0.110298,-0.26063,-0.09755,1.155439,-0.0212,0.062565,142.71,0
99,1.081033,-0.25654,0.426971,0.918113,-0.74609,-0.72143,-0.00165,-0.08744,0.642919,-0.19313,-0.87154,-0.18099,-1.26493,0.195433,-0.06578,-0.21518,0.106295,-0.5468,0.201309,-0.04202,-0.19915,-0.62673,-0.04073,0.387425,0.383139,0.265194,-0.04503,0.023695,84.39,0
100,-0.3786,0.274579,-0.12949,-2.6828,-0.73137,-0.22635,-0.00695,-2.77898,-0.23323,-0.58871,-1.30768,0.064598,0.083191,0.464692,0.847698,-1.5498,-0.31969,1.086719,-0.44444,-1.1338,1.426146,-2.77692,-0.46676,-0.7147,1.13672,-0.98199,0.356781,0.148444,182.95,0
103,-1.40901,0.563493,3.350717,-0.43689,-1.12347,0.256345,-0.25339,-0.79581,1.421954,-0.68159,-0.6808,1.398463,1.114929,-1.89459,-2.18915,-0.64021,0.334833,-0.83591,-0.07062,-0.0286,0.665585,0.170281,-0.23156,1.06722,0.279906,0.988255,-0.10595,-0.07378,23.27,0
103,-0.94089,1.074155,1.759398,-0.60145,0.101693,-0.18852,0.455756,-3.46068,0.441525,0.917818,0.877285,0.338269,0.64625,-0.82866,1.464952,-0.91517,0.171665,-1.05413,0.276801,-0.20902,2.270069,-0.14352,0.153908,0.700927,-0.41324,1.374031,-0.99616,-0.8363,9.99,0
103,1.245744,0.438878,0.31614,1.107634,-0.17845,-0.94109,0.286291,-0.29008,-0.16919,-0.01442,-0.2262,0.721305,1.003289,0.188864,0.80965,0.003067,-0.4852,-0.27361,-0.37564,-0.07978,0.038621,0.208207,-0.11148,0.419907,0.722345,-0.33145,0.020337,0.022443,4.19,0
103,-6.09325,-12.1142,-5.69497,3.294389,-1.41379,4.776,4.808426,-0.2282,-0.5259,-1.7249,-0.36282,0.286155,0.487836,1.259957,0.660405,0.455263,-0.49764,0.792269,-0.97844,7.744222,2.228823,-2.26404,-3.55338,1.215279,-0.40607,-0.65338,-0.71122,0.6729,3828.04,0
105,1.000234,-0.29523,1.308259,1.257753,-0.96753,0.460245,-0.78185,0.424415,0.790908,-0.05486,1.109423,0.692676,-1.28923,0.119761,-0.15141,-0.01814,-0.07795,0.068765,-0.35732,-0.18316,0.03273,0.179644,0.028786,0.203489,0.234992,-0.40846,0.072615,0.028892,35.97,0
105,1.175094,0.408263,0.552145,1.255068,-0.19666,-0.56561,0.133973,-0.1462,-0.21415,-0.01131,0.290717,0.975735,1.117979,0.144788,1.037954,-0.29253,-0.14218,-0.76722,-0.96271,-0.11644,0.130585,0.52364,-0.05012,0.448133,0.597867,-0.27507,0.043308,0.023924,1,0
106,-0.30631,0.991272,1.414491,0.855244,0.334284,-0.72826,1.058823,-0.46984,-0.53472,0.083451,-0.3259,0.104766,0.617335,-0.02076,0.989615,-0.44197,-0.33703,0.003218,0.437686,0.090118,0.128008,0.580329,-0.20214,0.416114,-0.27183,-0.37757,-0.11364,-0.05228,24.57,0
107,1.175125,0.661341,-0.47748,1.102542,0.543328,-0.24678,0.165234,0.027018,-0.42314,-0.57407,1.853388,0.870531,0.496566,-1.25102,0.598737,0.56782,0.768163,0.672152,-0.57459,-0.06941,-0.00307,0.093738,-0.15435,-0.4251,0.652435,-0.2968,0.051425,0.041876,1,0
108,-0.81716,0.548008,1.987429,2.34762,0.036888,1.509523,0.692961,0.508962,-1.2543,0.174445,1.104038,0.309738,-0.83795,0.214179,-0.52774,-0.42232,0.395339,-0.71397,-0.21707,0.233865,-0.04734,-0.32423,0.23198,-0.33525,0.161932,0.014694,-0.02869,-0.01526,148.43,0
108,1.206065,-0.12488,0.118939,0.023735,-0.54909,-0.94992,0.07085,-0.12588,0.136791,-0.07131,1.290672,0.732147,-0.84132,0.50267,-0.4969,-0.16495,-0.06415,-0.24769,0.577807,-0.08424,-0.01818,-0.01845,-0.08451,0.627739,0.456424,1.091645,-0.10797,-0.01359,25.8,0
